id,manufacturer,model,transmission,color,odometer,year,engineFuel,engineType,engineCapacity,bodyType,drivetrain,photos,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9
10761,Mitsubishi,Lancer,mechanical,black,190000,2008,gasoline,gasoline,2.0,sedan,front,17,False,True,False,False,False,True,True,False,True,True
10762,Volkswagen,Passat,mechanical,grey,186000,2016,diesel,diesel,2.0,universal,front,12,False,True,False,True,False,False,False,True,False,True
10763,Ford,Transit,mechanical,black,487000,1997,gasoline,gasoline,2.0,minibus,rear,7,True,False,False,False,False,False,False,False,False,False
10764,Mazda,6,mechanical,red,240000,2002,gasoline,gasoline,1.8,hatchback,front,6,False,True,False,False,False,False,False,False,True,True
10765,Mercedes-Benz,E350,automatic,blue,159000,2009,gasoline,gasoline,3.5,sedan,rear,12,False,True,True,True,True,True,True,True,True,True
10766,Mercedes-Benz,Sprinter,mechanical,white,545000,2004,diesel,diesel,2.2,van,rear,7,False,False,False,False,False,True,False,False,True,False
10767,Opel,Omega,mechanical,blue,307254,1998,gasoline,gasoline,2.0,universal,rear,12,False,True,False,False,False,False,False,False,False,False
10768,Suzuki,Swift,mechanical,black,151281,2007,gasoline,gasoline,1.3,hatchback,front,13,False,True,False,False,False,False,False,False,False,False
10769,Volkswagen,Jetta,mechanical,red,359652,1990,gasoline,gasoline,1.3,sedan,front,9,True,False,False,False,False,False,False,False,False,False
10770,Citroen,Xsara,mechanical,violet,270000,2001,gasoline,gasoline,1.4,coupe,front,17,False,True,False,True,False,False,False,False,False,True
10771,Audi,A4,mechanical,black,293000,1998,hybrid-petrol,gasoline,2.5,sedan,front,19,False,True,True,False,True,False,False,False,True,True
10772,Ford,Scorpio,mechanical,violet,260000,1997,gasoline,gasoline,2.3,sedan,rear,6,False,True,False,False,False,False,False,False,False,True
10773,Ford,Galaxy,mechanical,other,327000,1998,gasoline,gasoline,2.3,minivan,front,5,False,True,False,False,False,False,False,False,False,False
10774,Honda,Civic,automatic,black,152000,2007,hybrid-petrol,gasoline,1.3,sedan,front,22,True,False,False,False,False,False,False,False,False,False
10775,Skoda,Felicia,mechanical,red,270000,1995,gasoline,gasoline,1.3,hatchback,front,5,True,False,False,False,False,False,False,False,False,False
10776,Opel,Astra,automatic,red,250000,2009,gasoline,gasoline,1.6,sedan,front,2,False,True,False,True,False,True,False,True,True,True
10777,Mercedes-Benz,E250,automatic,black,170000,2010,diesel,diesel,2.5,universal,rear,6,False,True,True,True,True,True,True,True,True,True
10778,Volvo,XC90,automatic,silver,343373,2003,gasoline,gasoline,2.5,suv,all,14,False,True,False,True,True,True,False,False,True,True
10779,Audi,80,mechanical,green,170000,1987,gasoline,gasoline,1.8,sedan,front,11,True,False,False,False,False,False,False,False,False,False
10780,BMW,745,automatic,black,270000,2002,gasoline,gasoline,4.4,sedan,rear,6,False,True,True,True,True,True,False,False,False,True
10781,Mazda,6,automatic,red,214279,2006,gasoline,gasoline,2.0,sedan,front,4,False,True,False,False,False,False,False,False,True,False
10782,Volkswagen,Passat,mechanical,green,600000,1996,diesel,diesel,1.9,universal,front,7,True,False,False,False,False,False,False,False,False,False
10783,Suzuki,Liana,mechanical,silver,340000,2001,gasoline,gasoline,1.6,universal,front,11,True,False,False,False,False,False,False,False,False,False
10784,Opel,Vectra,mechanical,blue,318317,2004,diesel,diesel,1.9,universal,front,11,False,True,False,False,False,False,False,False,False,True
10785,Volvo,S80,automatic,silver,318000,2001,gasoline,gasoline,2.4,sedan,front,4,False,True,False,False,True,True,False,False,False,True
10786,Citroen,Xantia,mechanical,silver,320000,2000,diesel,diesel,2.0,hatchback,front,15,False,True,False,False,False,False,False,False,False,True
10787,Toyota,Camry,automatic,silver,186000,2007,gasoline,gasoline,3.5,sedan,front,28,False,True,True,True,True,True,True,True,True,True
10788,Mitsubishi,Space Wagon,mechanical,grey,320000,1998,diesel,diesel,2.0,minivan,front,4,False,True,False,False,False,False,False,False,False,False
10789,Volkswagen,Passat,mechanical,black,188000,2010,diesel,diesel,1.6,universal,front,5,False,False,False,True,False,False,True,True,True,True
10790,Ford,Fusion,mechanical,other,88000,2008,gasoline,gasoline,1.4,hatchback,front,5,False,True,False,False,False,True,False,False,True,True
10791,Volkswagen,Golf,mechanical,silver,300000,1991,gasoline,gasoline,1.6,hatchback,front,6,True,False,False,False,False,False,False,False,False,False
10792,Hyundai,Santa Fe,automatic,grey,110000,2015,gasoline,gasoline,2.4,suv,all,9,False,True,False,False,False,False,False,True,True,True
10793,Renault,Megane,mechanical,white,208000,2009,diesel,diesel,1.5,universal,front,24,True,False,False,False,False,False,False,False,False,False
10794,Opel,Astra,mechanical,blue,350000,2003,diesel,diesel,2.0,universal,front,6,False,True,False,True,False,True,False,True,False,True
10795,Subaru,Forester,mechanical,grey,193000,2008,diesel,diesel,2.0,suv,all,11,False,True,False,True,False,True,False,True,True,True
10796,BMW,315,mechanical,silver,316000,2001,diesel,diesel,2.0,sedan,rear,16,False,True,False,False,False,False,False,False,True,False
10797,BMW,525,automatic,silver,321000,2001,diesel,diesel,2.5,sedan,rear,15,False,True,True,True,False,True,False,False,True,True
10798,Mercedes-Benz,A150,mechanical,black,217000,2008,gasoline,gasoline,1.5,hatchback,front,15,False,True,False,False,False,False,False,False,True,True
10799,BMW,525,mechanical,black,150000,1990,gasoline,gasoline,2.5,sedan,rear,6,True,False,False,False,False,False,False,False,False,False
10800,Volkswagen,Passat,mechanical,silver,345000,2005,diesel,diesel,1.9,universal,front,6,False,True,False,False,False,True,True,True,True,False
10801,Kia,Rio,mechanical,black,9000,2018,gasoline,gasoline,1.6,sedan,front,7,False,True,True,True,True,True,True,True,True,True
10802,Mazda,3,automatic,other,165000,2010,gasoline,gasoline,2.0,sedan,front,5,False,True,False,False,False,False,False,True,True,True
10803,BMW,318,mechanical,silver,320000,1999,gasoline,gasoline,1.9,sedan,rear,18,False,True,False,True,False,False,False,False,True,True
10804,BMW,740,automatic,black,400000,1997,gasoline,gasoline,4.0,sedan,rear,7,False,True,True,True,True,True,False,True,True,True
10805,Skoda,Fabia,mechanical,white,120000,2009,gasoline,gasoline,1.2,hatchback,front,9,False,True,False,False,False,False,False,False,False,False
10806,Mazda,3,mechanical,grey,125000,2007,gasoline,gasoline,2.0,sedan,front,12,False,False,False,False,True,True,False,False,True,True
10807,BMW,320,automatic,blue,187700,2012,diesel,diesel,2.0,sedan,rear,19,False,True,True,True,True,True,True,True,True,True
10808,Ford,Focus,mechanical,black,151300,2009,gasoline,gasoline,1.4,hatchback,front,7,False,True,False,False,False,False,False,True,False,True
10809,Skoda,Rapid,mechanical,white,120000,2015,gasoline,gasoline,1.6,liftback,front,16,False,True,True,True,True,True,True,True,True,True
10810,Opel,Astra,mechanical,red,23000,1997,gasoline,gasoline,1.6,universal,front,5,False,True,True,False,False,False,False,False,False,False
10811,Toyota,Auris,automatic,other,122034,2009,gasoline,gasoline,1.6,hatchback,front,7,False,True,False,False,False,True,False,False,True,True
10812,BMW,320,mechanical,black,370000,1998,gasoline,gasoline,2.0,sedan,rear,10,False,True,True,False,True,True,False,False,True,True
10813,BMW,316,mechanical,grey,107107,1987,gasoline,gasoline,1.7,sedan,rear,3,False,False,False,False,False,False,False,False,False,True
10814,BMW,525,mechanical,grey,281000,2003,diesel,diesel,2.5,universal,rear,9,False,True,True,True,True,True,False,True,True,True
10815,BMW,525,mechanical,blue,390000,1999,gasoline,gasoline,2.5,sedan,rear,3,False,True,False,False,True,True,False,True,True,True
10816,Ford,Escort,mechanical,silver,188000,1996,gasoline,gasoline,1.6,sedan,front,3,True,False,False,False,False,False,False,False,False,False
10817,Mitsubishi,Galant,mechanical,green,360000,1995,gasoline,gasoline,2.0,hatchback,front,3,False,True,False,False,False,False,False,False,False,True
10818,Audi,A4,automatic,silver,248200,2008,diesel,diesel,2.0,universal,front,15,False,True,False,True,False,True,True,True,True,True
10819,Suzuki,Liana,mechanical,silver,290000,2005,diesel,diesel,1.4,universal,front,9,False,True,False,False,False,True,False,False,False,True
10820,Peugeot,Partner,mechanical,blue,350000,1997,diesel,diesel,1.9,pickup,front,5,True,False,False,False,False,False,False,False,False,False
10821,BMW,525,mechanical,white,250000,1996,gasoline,gasoline,2.5,sedan,rear,4,False,False,False,False,False,False,False,False,True,True
10822,Volkswagen,Touran,automatic,red,240000,2007,diesel,diesel,2.0,minivan,front,4,False,True,True,True,False,False,False,False,False,True
10823,Rover,45,mechanical,green,270000,2001,gasoline,gasoline,1.4,sedan,front,14,False,False,False,False,False,False,False,False,False,True
10824,Nissan,Primera,mechanical,silver,235000,2001,diesel,diesel,2.0,sedan,front,9,True,False,False,False,False,False,False,False,False,False
10825,Opel,Omega,mechanical,blue,485000,1996,gasoline,gasoline,2.0,universal,rear,4,False,True,True,False,False,False,False,False,False,False
10826,Mazda,6,automatic,black,107408,2013,gasoline,gasoline,2.5,sedan,front,22,False,True,True,False,False,True,False,True,True,True
10827,Nissan,Serena,mechanical,violet,245000,1997,gasoline,gasoline,1.6,minivan,rear,11,False,False,False,False,False,False,False,False,False,True
10828,Ford,S-Max,mechanical,grey,147000,2008,diesel,diesel,2.0,minivan,front,2,False,True,False,True,True,False,True,True,True,True
10829,Skoda,Fabia,mechanical,white,282000,2008,gasoline,gasoline,1.2,hatchback,front,8,True,False,False,False,False,False,False,False,False,False
10830,Volkswagen,Passat,mechanical,black,325000,2005,diesel,diesel,2.0,universal,front,9,False,False,True,False,False,True,False,False,False,False
10831,Opel,Vectra,mechanical,silver,340582,1996,gasoline,gasoline,1.6,liftback,front,15,False,True,False,False,False,False,False,False,False,False
10832,Peugeot,406,mechanical,blue,330000,2004,gasoline,gasoline,1.8,sedan,front,6,False,True,False,False,False,False,False,False,True,False
10833,Volkswagen,Golf,mechanical,black,400000,1990,diesel,diesel,1.6,hatchback,front,8,True,False,False,False,False,False,False,False,False,False
10834,Mazda,323,mechanical,silver,242000,2000,diesel,diesel,2.0,hatchback,front,19,False,True,False,False,False,False,False,False,False,False
10835,Renault,Clio,mechanical,black,280000,1997,gasoline,gasoline,1.2,hatchback,front,7,True,False,False,False,False,False,False,False,False,False
10836,Volkswagen,Tiguan,mechanical,grey,350000,2008,diesel,diesel,2.0,suv,all,17,False,True,True,False,False,True,False,True,False,True
10837,Ford,Mondeo,automatic,grey,91640,2015,gasoline,gasoline,2.0,sedan,front,11,False,True,True,True,True,True,True,True,True,True
10838,Volvo,V50,mechanical,blue,310000,2007,diesel,diesel,2.0,universal,front,10,False,False,False,False,False,False,False,False,True,True
10839,Alfa Romeo,156,mechanical,red,329000,2001,gasoline,gasoline,1.8,sedan,front,6,False,False,False,False,False,False,False,False,True,True
10840,Ford,Galaxy,mechanical,green,380000,1996,gasoline,gasoline,2.0,minivan,front,6,False,True,False,False,False,False,False,False,False,True
10841,BMW,318,automatic,blue,293000,2008,gasoline,gasoline,2.0,universal,rear,14,False,True,False,True,False,False,True,True,True,True
10842,Nissan,Sentra,automatic,red,167372,2007,gasoline,gasoline,2.0,sedan,front,2,False,True,False,False,True,False,False,False,False,True
10843,Volkswagen,T3,mechanical,green,670000,1985,diesel,diesel,1.6,minibus,rear,4,True,False,False,False,False,False,False,False,False,False
10844,BMW,528,automatic,white,211000,2007,gasoline,gasoline,3.0,sedan,rear,5,False,True,True,True,True,True,False,True,True,True
10845,Peugeot,307,mechanical,silver,280000,2002,diesel,diesel,1.4,hatchback,front,5,False,True,False,False,False,False,False,False,False,False
10846,Opel,Astra,mechanical,silver,330000,2000,diesel,diesel,2.0,hatchback,front,8,False,True,False,False,False,False,False,False,False,True
10847,Volvo,940,mechanical,black,390000,1996,diesel,diesel,2.4,sedan,rear,18,False,True,False,False,False,True,False,False,False,False
10848,Volkswagen,T4,mechanical,silver,600000,2001,diesel,diesel,2.5,minibus,front,4,False,False,False,False,False,False,False,False,False,True
10849,Renault,Megane Scenic,automatic,silver,260000,1997,gasoline,gasoline,1.6,hatchback,front,3,True,False,False,False,False,False,False,False,False,False
10850,Volkswagen,T4,mechanical,white,500000,1997,diesel,diesel,2.5,van,front,1,True,False,False,False,False,False,False,False,False,False
10851,Renault,Safrane,mechanical,grey,250000,1994,gasoline,gasoline,2.0,hatchback,front,5,True,False,False,False,False,False,False,False,False,False
10852,Peugeot,607,mechanical,blue,444444,2001,diesel,diesel,2.2,sedan,front,8,False,True,False,False,False,False,False,True,True,True
10853,Honda,Prelude,mechanical,red,365000,1996,gasoline,gasoline,2.2,coupe,front,8,False,False,False,False,False,False,False,True,False,True
10854,Volkswagen,Passat,mechanical,black,202000,2009,gasoline,gasoline,1.4,universal,front,18,True,False,False,False,False,False,False,False,False,False
10855,Jeep,Grand Cherokee,automatic,white,180000,2012,diesel,diesel,3.0,suv,all,9,False,True,True,True,True,True,True,True,True,True
10856,Ford,Transit,mechanical,white,248000,2003,diesel,diesel,2.0,minibus,front,11,False,True,False,False,False,True,False,False,False,False
10857,Mitsubishi,Lancer,automatic,grey,170000,2007,gasoline,gasoline,2.0,sedan,front,17,False,True,False,True,False,True,False,False,False,True
10858,Honda,Civic,automatic,black,144000,2010,hybrid-petrol,gasoline,1.4,sedan,front,12,False,False,False,True,True,True,True,True,True,True
10859,Audi,A6,automatic,white,300000,1995,diesel,diesel,2.5,sedan,front,4,True,False,False,False,False,False,False,False,False,False
10860,Renault,Laguna,mechanical,black,237200,2010,diesel,diesel,1.5,hatchback,front,18,False,True,False,False,False,False,True,True,True,True
10861,Volkswagen,Jetta,automatic,other,175000,2000,gasoline,gasoline,2.0,sedan,front,8,False,True,False,True,True,False,False,False,True,True
10862,Mazda,626,mechanical,violet,323658,1998,diesel,diesel,2.0,universal,front,11,True,False,False,False,False,False,False,False,False,False
10863,Lancia,Kappa,mechanical,black,11,1996,diesel,diesel,2.4,sedan,front,6,True,False,False,False,False,False,False,False,False,False
10864,Audi,80,mechanical,grey,299999,1987,gasoline,gasoline,1.8,sedan,front,2,True,False,False,False,False,False,False,False,False,False
10865,Honda,Accord,mechanical,green,345000,1996,gasoline,gasoline,2.0,universal,front,8,True,False,False,False,False,False,False,False,False,False
10866,Audi,A4,mechanical,green,380000,1996,diesel,diesel,1.9,universal,front,5,False,True,False,False,False,False,False,False,False,True
10867,Mazda,MPV,automatic,green,421648,2001,gasoline,gasoline,2.5,minivan,front,12,False,True,False,False,False,False,False,False,False,True
10868,Volkswagen,Jetta,mechanical,other,60481,1985,gasoline,gasoline,1.6,sedan,front,9,True,False,False,False,False,False,False,False,False,False
10869,Renault,Grand Scenic,automatic,blue,300000,2007,diesel,diesel,1.9,minivan,front,15,False,True,False,False,False,False,False,False,True,True
10870,Chevrolet,Aveo,mechanical,other,183000,2007,gasoline,gasoline,1.6,sedan,front,9,False,True,False,False,False,False,False,False,False,True
10871,Honda,Civic,automatic,black,220000,2009,hybrid-petrol,gasoline,1.4,sedan,front,4,False,True,True,True,True,True,True,True,True,True
10872,Mercedes-Benz,C180,automatic,white,155000,2013,gasoline,gasoline,1.6,sedan,rear,17,False,True,True,True,True,True,False,True,True,True
10873,Subaru,Tribeca,automatic,grey,154000,2008,gasoline,gasoline,3.6,suv,all,13,False,True,True,True,True,True,False,True,True,True
